area_health_resource_files_release_year,occupation_name,geography_name,hispanic,white,black,asian,pacific,indigenous,other,less_than_30,30_to_39,40_to_49,50_to_59,60+,male,female,hispanic-latino_%,white_%,black-african_american_%,asian_%,native_hawaiian-other_pacific_islander_%,american_indian-alaska_native_%,other-multiple_races_%,less_than_30_%,30_to_39_%,40_to_49_%,50_to_59_%,60+_%,male_%,female_%,missing-suppressed_raceethnicity_data_comment,missing-suppressed_age_data_comment,missing-suppressed_gender_data_comment,hrsa_data_warehouse_processing_date
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,New Hampshire,69.0,1486.0,,,,,,156.0,339.0,344.0,471.0,265.0,457.0,1118.0,4.381,94.349,,,,,,9.905,21.524,21.841,29.905,16.825,29.016,70.984,Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,New Jersey,1120.0,7769.0,812.0,1252.0,,,100.0,1883.0,2551.0,2414.0,2660.0,1545.0,3298.0,7755.0,10.133,70.289,7.346,11.327,,,0.905,17.036,23.08,21.84,24.066,13.978,29.838,70.162,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,New Mexico,1116.0,787.0,,,,,,510.0,620.0,321.0,405.0,172.0,708.0,1320.0,55.03,38.807,,,,,,25.148,30.572,15.828,19.97,8.481,34.911,65.089,Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,New York,2833.0,15237.0,2688.0,2871.0,,,339.0,4482.0,6294.0,4918.0,5479.0,2797.0,7970.0,16000.0,11.819,63.567,11.214,11.977,,,1.414,18.698,26.258,20.517,22.858,11.669,33.25,66.75,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,North Carolina,457.0,9516.0,1369.0,518.0,,,82.0,2352.0,3152.0,2759.0,2575.0,1176.0,2913.0,9101.0,3.804,79.208,11.395,4.312,,,0.683,19.577,26.236,22.965,21.433,9.789,24.247,75.753,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,North Dakota,,1007.0,,,,,,539.0,349.0,114.0,228.0,69.0,337.0,962.0,,77.521,,,,,,41.493,26.867,8.776,17.552,5.312,25.943,74.057,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Ohio,723.0,13375.0,850.0,247.0,,,112.0,3106.0,4344.0,3053.0,3392.0,1412.0,3377.0,11930.0,4.723,87.378,5.553,1.614,,,0.732,20.291,28.379,19.945,22.16,9.225,22.062,77.938,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Oklahoma,185.0,3437.0,173.0,110.0,,286.0,252.0,924.0,1628.0,798.0,786.0,307.0,1410.0,3033.0,4.164,77.358,3.894,2.476,,6.437,5.672,20.797,36.642,17.961,17.691,6.91,31.735,68.265,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Oregon,442.0,4902.0,,183.0,,,80.0,1060.0,1548.0,1408.0,1105.0,523.0,1974.0,3670.0,7.831,86.853,,3.242,,,1.417,18.781,27.427,24.947,19.578,9.266,34.975,65.025,Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Pennsylvania,581.0,15327.0,571.0,1495.0,,,,3909.0,4841.0,3877.0,3679.0,1747.0,3841.0,14212.0,3.218,84.9,3.163,8.281,,,,21.653,26.815,21.476,20.379,9.677,21.276,78.724,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Rhode Island,152.0,1204.0,,,,,,260.0,390.0,211.0,354.0,212.0,208.0,1219.0,10.652,84.373,,,,,,18.22,27.33,14.786,24.807,14.856,14.576,85.424,Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,South Carolina,165.0,5272.0,512.0,96.0,,,,786.0,2296.0,1247.0,1340.0,386.0,1678.0,4377.0,2.725,87.069,8.456,1.585,,,,12.981,37.919,20.595,22.13,6.375,27.713,72.287,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,South Dakota,,1524.0,,,,,,593.0,443.0,260.0,201.0,,272.0,1252.0,,100.0,,,,,,38.911,29.068,17.06,13.189,,17.848,82.152,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Tennessee,204.0,9092.0,696.0,266.0,,,89.0,2057.0,2878.0,2466.0,2194.0,752.0,3302.0,7045.0,1.972,87.871,6.727,2.571,,,0.86,19.88,27.815,23.833,21.204,7.268,31.913,68.087,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Texas,8249.0,16216.0,3591.0,2226.0,,,661.0,5637.0,8932.0,7739.0,6189.0,2567.0,11760.0,19304.0,26.555,52.202,11.56,7.166,,,2.128,18.146,28.754,24.913,19.923,8.264,37.857,62.143,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Utah,309.0,2823.0,,,,,,640.0,1076.0,730.0,643.0,131.0,1112.0,2108.0,9.596,87.671,,,,,,19.876,33.416,22.671,19.969,4.068,34.534,65.466,Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Vermont,,714.0,,,,,,116.0,210.0,152.0,161.0,87.0,135.0,591.0,,98.347,,,,,,15.978,28.926,20.937,22.176,11.983,18.595,81.405,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Virginia,562.0,6390.0,1409.0,711.0,,,296.0,2165.0,2487.0,2014.0,1891.0,855.0,3118.0,6294.0,5.971,67.892,14.97,7.554,,,3.145,23.003,26.424,21.398,20.091,9.084,33.128,66.872,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Washington,372.0,5960.0,462.0,653.0,,,292.0,841.0,2752.0,1689.0,1617.0,870.0,2390.0,5379.0,4.788,76.715,5.947,8.405,,,3.759,10.825,35.423,21.74,20.813,11.198,30.763,69.237,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,West Virginia,,3007.0,112.0,,,,,890.0,856.0,880.0,410.0,166.0,758.0,2444.0,,93.91,3.498,,,,,27.795,26.733,27.483,12.804,5.184,23.673,76.327,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Wisconsin,108.0,7270.0,,244.0,,,,1310.0,2705.0,1924.0,1413.0,637.0,1827.0,6162.0,1.352,91.0,,3.054,,,,16.398,33.859,24.083,17.687,7.973,22.869,77.131,Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Diagnostic Related Technologists & Technicians,Wyoming,,565.0,,,,,,,277.0,,,67.0,207.0,385.0,,95.439,,,,,,,46.791,,,11.318,34.966,65.034,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Alabama,,1166.0,320.0,,,,,298.0,285.0,386.0,403.0,114.0,,1415.0,,78.466,21.534,,,,,20.054,19.179,25.976,27.12,7.672,,95.222,Hispanic: [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Alaska,,184.0,,,,,,,,,,,,230.0,,80.0,,,,,,,,,,,,100.0,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Male: [No Data],2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Arizona,412.0,1301.0,,98.0,,46.0,,410.0,479.0,503.0,169.0,331.0,214.0,1678.0,21.776,68.763,,5.18,,2.431,,21.67,25.317,26.586,8.932,17.495,11.311,88.689,Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Arkansas,,725.0,219.0,,,,,273.0,401.0,164.0,130.0,68.0,57.0,979.0,,69.981,21.139,,,,,26.351,38.707,15.83,12.548,6.564,5.502,94.498,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,California,2680.0,5413.0,499.0,1654.0,,,297.0,1625.0,2629.0,2359.0,2186.0,1747.0,1101.0,9445.0,25.412,51.328,4.732,15.684,,,2.816,15.409,24.929,22.369,20.728,16.566,10.44,89.56,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Colorado,203.0,1634.0,,95.0,,,,369.0,906.0,315.0,340.0,89.0,88.0,1931.0,10.054,80.931,,4.705,,,,18.276,44.874,15.602,16.84,4.408,4.359,95.641,Black (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Connecticut,186.0,1022.0,,,,,77.0,363.0,242.0,273.0,255.0,286.0,134.0,1285.0,13.108,72.023,,,,,5.426,25.581,17.054,19.239,17.97,20.155,9.443,90.557,Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Delaware,,245.0,,,,,,,78.0,72.0,,,,293.0,,83.618,,,,,,,26.621,24.573,,,,100.0,Hispanic: [No Data]; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Male: [No Data],2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,District of Columbia,,140.0,269.0,,,,,,218.0,50.0,,,,397.0,,31.746,60.998,,,,,,49.433,11.338,,,,90.023,Hispanic: [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Florida,1249.0,3265.0,1399.0,166.0,,,,1448.0,1533.0,1246.0,887.0,1141.0,926.0,5329.0,19.968,52.198,22.366,2.654,,,,23.149,24.508,19.92,14.181,18.241,14.804,85.196,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Georgia,210.0,1704.0,1646.0,57.0,,,,579.0,795.0,778.0,964.0,519.0,297.0,3338.0,5.777,46.878,45.282,1.568,,,,15.928,21.871,21.403,26.52,14.278,8.171,91.829,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Hawaii,,121.0,,173.0,,,,130.0,141.0,,,69.0,,330.0,,29.512,,42.195,,,,31.707,34.39,,,16.829,,80.488,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Idaho,,618.0,,,,,,,,,159.0,104.0,,612.0,,93.636,,,,,,,,,24.091,15.758,,92.727,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Illinois,291.0,2839.0,194.0,201.0,,,,918.0,799.0,640.0,693.0,508.0,192.0,3366.0,8.179,79.792,5.453,5.649,,,,25.801,22.456,17.988,19.477,14.278,5.396,94.604,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Indiana,145.0,1965.0,156.0,,,,,809.0,435.0,487.0,351.0,244.0,359.0,1967.0,6.234,84.48,6.707,,,,,34.781,18.702,20.937,15.09,10.49,15.434,84.566,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Iowa,,1299.0,144.0,,,,,389.0,317.0,288.0,371.0,113.0,137.0,1341.0,,87.889,9.743,,,,,26.319,21.448,19.486,25.101,7.645,9.269,90.731,Hispanic: [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Kansas,,1253.0,,,,,,326.0,341.0,239.0,309.0,201.0,150.0,1266.0,,88.489,,,,,,23.023,24.082,16.879,21.822,14.195,10.593,89.407,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Kentucky,,1248.0,287.0,,,,,407.0,315.0,320.0,394.0,165.0,356.0,1245.0,,77.951,17.926,,,,,25.422,19.675,19.988,24.61,10.306,22.236,77.764,Hispanic: [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Louisiana,,654.0,535.0,,,,,75.0,244.0,186.0,338.0,403.0,,1156.0,,52.488,42.937,,,,,6.019,19.583,14.928,27.127,32.343,,92.777,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Maine,,345.0,,,,,,,,69.0,,160.0,,291.0,,100.0,,,,,,,,20.0,,46.377,,84.348,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 50 to 59 Years Old: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Maryland,112.0,1133.0,584.0,123.0,,,,410.0,488.0,371.0,365.0,355.0,150.0,1839.0,5.631,56.963,29.361,6.184,,,,20.613,24.535,18.653,18.351,17.848,7.541,92.459,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Massachusetts,136.0,2265.0,126.0,228.0,,,,571.0,494.0,456.0,767.0,490.0,239.0,2539.0,4.896,81.533,4.536,8.207,,,,20.554,17.783,16.415,27.61,17.639,8.603,91.397,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Michigan,,2447.0,352.0,232.0,,,,562.0,887.0,530.0,867.0,311.0,412.0,2745.0,,77.51,11.15,7.349,,,,17.802,28.096,16.788,27.463,9.851,13.05,86.95,Hispanic: Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Minnesota,,2312.0,,,,,,1000.0,430.0,313.0,404.0,303.0,262.0,2188.0,,94.367,,,,,,40.816,17.551,12.776,16.49,12.367,10.694,89.306,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Mississippi,,454.0,647.0,,,,,273.0,381.0,185.0,185.0,196.0,,1159.0,,37.213,53.033,,,,,22.377,31.23,15.164,15.164,16.066,,95.0,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Missouri,,1742.0,357.0,,,,,714.0,524.0,391.0,389.0,197.0,338.0,1877.0,,78.646,16.117,,,,,32.235,23.657,17.652,17.562,8.894,15.26,84.74,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Montana,,289.0,,,,,,,,,,68.0,,302.0,,95.695,,,,,,,,,,22.517,,100.0,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: [No Data]; 50 to 59 Years Old: Supressed,Male: [No Data],2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Nebraska,,550.0,,,,,,,199.0,103.0,176.0,128.0,117.0,532.0,,84.746,,,,,,,30.663,15.871,27.119,19.723,18.028,81.972,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,Nevada,,378.0,,57.0,,,,152.0,139.0,,78.0,145.0,,481.0,,72.137,,10.878,,,,29.008,26.527,,14.885,27.672,,91.794,Hispanic: [No Data]; Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,40 to 49 Years Old: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,New Hampshire,,380.0,,,,,,,146.0,103.0,78.0,,,413.0,,88.993,,,,,,,34.192,24.122,18.267,,,96.721,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 60 or Older: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,New Jersey,202.0,1899.0,218.0,209.0,,,74.0,481.0,514.0,534.0,575.0,498.0,114.0,2488.0,7.763,72.982,8.378,8.032,,,2.844,18.486,19.754,20.523,22.098,19.139,4.381,95.619,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,New Mexico,215.0,339.0,,,,,98.0,72.0,202.0,122.0,,238.0,,615.0,32.138,50.673,,,,,14.649,10.762,30.194,18.236,,35.575,,91.928,Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,50 to 59 Years Old: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,New York,767.0,4596.0,1193.0,814.0,,,63.0,1384.0,1606.0,1730.0,1685.0,1036.0,928.0,6513.0,10.308,61.766,16.033,10.939,,,0.847,18.6,21.583,23.25,22.645,13.923,12.471,87.529,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,North Carolina,152.0,2927.0,1144.0,100.0,,106.0,198.0,1015.0,1018.0,1089.0,912.0,593.0,269.0,4358.0,3.285,63.259,24.724,2.161,,2.291,4.279,21.936,22.001,23.536,19.71,12.816,5.814,94.186,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Dietitians and Nutritionists,North Dakota,,224.0,,,,,,,,60.0,,,,232.0,,93.333,,,,,,,,25.0,,,,96.667,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Male: Supressed,2022/03/21
